"common_name","year","phase","tree_id","doy_mean","doy_median","obs_number","first_doy","last_doy","maximn_range","interquartile_range"
"eastern cottonwood",2018,"budburst",86281,121,121.5,6,117,124,7,5.75
"eastern cottonwood",2018,"budburst",86282,120.833333333333,121.5,12,114,126,12,7.25
"eastern cottonwood",2018,"Colored leaves",86278,292,298,8,271,306,35,22.25
"eastern cottonwood",2018,"Colored leaves",86279,275.666666666667,274.5,6,260,295,35,9.25
"eastern cottonwood",2018,"Colored leaves",86280,279.444444444444,278,9,251,306,55,25
"eastern cottonwood",2018,"Colored leaves",86281,265.333333333333,270,9,236,295,59,18
"eastern cottonwood",2018,"Colored leaves",86282,264.285714285714,266,14,236,295,59,23
"eastern cottonwood",2018,"flowers",86278,126.470588235294,125,17,117,147,30,8
"eastern cottonwood",2018,"flowers",86279,123.692307692308,125,13,108,136,28,2
"eastern cottonwood",2018,"flowers",86280,125,125,12,108,146,38,2.75
"eastern cottonwood",2018,"flowers",86281,123.333333333333,124.5,12,108,136,28,6.5
"eastern cottonwood",2018,"flowers",86282,119.636363636364,121,11,112,125,13,6.5
"eastern cottonwood",2018,"Fruits",86278,145.2,149.5,10,131,154,23,18.25
"eastern cottonwood",2018,"Fruits",86279,147.666666666667,152,9,131,159,28,13
"eastern cottonwood",2018,"Fruits",86280,149.571428571429,153,14,131,162,31,11.25
"eastern cottonwood",2018,"Fruits",86281,149.916666666667,153,12,131,162,31,9
"eastern cottonwood",2018,"Increasing leaf size",86278,129.571428571429,127.5,14,124,139,15,9.75
"eastern cottonwood",2018,"Increasing leaf size",86279,127.545454545455,125,11,124,139,15,5.5
"eastern cottonwood",2018,"Increasing leaf size",86280,132.833333333333,133.5,6,124,139,15,5
"eastern cottonwood",2018,"Increasing leaf size",86281,126,125,7,124,131,7,3
"eastern cottonwood",2018,"Increasing leaf size",86282,130.166666666667,130,12,123,139,16,9.5
"eastern cottonwood",2018,"leaf drop",86278,286.8,287.5,10,262,306,44,28.25
"eastern cottonwood",2018,"leaf drop",86279,273.714285714286,271,7,260,295,35,13
"eastern cottonwood",2018,"leaf drop",86280,280.666666666667,278,9,260,306,46,25
"eastern cottonwood",2018,"leaf drop",86281,265.333333333333,270,9,236,295,59,18
"eastern cottonwood",2018,"leaf drop",86282,263.076923076923,262,13,236,295,59,24
"eastern cottonwood",2018,"leafout",86278,181.15625,154,64,118,306,188,79.25
"eastern cottonwood",2018,"leafout",86279,175.924528301887,154,53,118,295,177,78
"eastern cottonwood",2018,"leafout",86280,185.730769230769,160.5,52,118,306,188,82.75
"eastern cottonwood",2018,"leafout",86281,175.339285714286,154,56,118,295,177,75.75
"eastern cottonwood",2018,"leafout",86282,176.72131147541,154,61,118,295,177,79
"eastern cottonwood",2018,"Open flowers",86278,123.5,124,4,121,125,4,1
"eastern cottonwood",2018,"Open flowers",86279,124.666666666667,125,3,124,125,1,0.5
"eastern cottonwood",2018,"Open flowers",86280,124.666666666667,125,3,124,125,1,0.5
"eastern cottonwood",2018,"Open flowers",86281,124.5,124.5,2,124,125,1,0.5
"eastern cottonwood",2018,"Open flowers",86282,123,124,3,121,124,3,1.5
"eastern cottonwood",2018,"Pollen release (flowers)",86278,153,153,2,152,154,2,1
"eastern cottonwood",2018,"Pollen release (flowers)",86279,154,154,1,154,154,0,0
"eastern cottonwood",2018,"Pollen release (flowers)",86280,146,146,1,146,146,0,0
"eastern cottonwood",2018,"Recent fruit or seed drop",86278,153.7,154,10,148,162,14,1.5
"eastern cottonwood",2018,"Recent fruit or seed drop",86279,157.333333333333,159,3,154,159,5,2.5
"eastern cottonwood",2018,"Recent fruit or seed drop",86280,162.8,162,5,159,172,13,3
"eastern cottonwood",2018,"Recent fruit or seed drop",86281,159.5,159,8,154,172,18,8
"eastern cottonwood",2018,"Recent fruit or seed drop",86282,276,276,1,276,276,0,0
"eastern cottonwood",2018,"Ripe fruits",86278,152.5,154,6,148,154,6,2.25
"eastern cottonwood",2018,"Ripe fruits",86279,156.5,156.5,4,154,159,5,5
"eastern cottonwood",2018,"Ripe fruits",86280,158.5,159,4,154,162,8,2
"eastern cottonwood",2018,"Ripe fruits",86281,156.285714285714,154,7,152,162,10,5
"eastern cottonwood",2019,"budburst",86278,126.666666666667,128,3,124,128,4,2
"eastern cottonwood",2019,"budburst",86279,126.333333333333,128,3,123,128,5,2.5
"eastern cottonwood",2019,"budburst",86280,126.75,128,4,123,128,5,1.25
"eastern cottonwood",2019,"budburst",86281,126.2,128,5,123,129,6,5
"eastern cottonwood",2019,"budburst",86282,126.5,128,6,123,129,6,3.75
"eastern cottonwood",2019,"Colored leaves",86278,274.125,274.5,8,248,300,52,28
"eastern cottonwood",2019,"Colored leaves",86279,271.375,274.5,8,248,288,40,20.5
"eastern cottonwood",2019,"Colored leaves",86280,274.555555555556,278,9,248,300,52,28
"eastern cottonwood",2019,"Colored leaves",86281,268.444444444444,271,9,245,288,43,18
"eastern cottonwood",2019,"Colored leaves",86282,261.636363636364,260,11,229,288,59,31.5
"eastern cottonwood",2019,"flowers",86278,143.555555555556,140,9,128,159,31,11
"eastern cottonwood",2019,"flowers",86279,144,145.5,8,128,159,31,15
"eastern cottonwood",2019,"flowers",86280,137.4,140,5,128,151,23,12
"eastern cottonwood",2019,"flowers",86281,141.428571428571,140,7,128,159,31,13.5
"eastern cottonwood",2019,"flowers",86282,104,104,1,104,104,0,0
"eastern cottonwood",2019,"Fruits",86278,143,147,19,123,160,37,21.5
"eastern cottonwood",2019,"Fruits",86279,145.714285714286,149.5,14,123,160,37,15.75
"eastern cottonwood",2019,"Fruits",86280,145.714285714286,149.5,14,123,160,37,15.75
"eastern cottonwood",2019,"Fruits",86281,146.6,152,15,123,160,37,16
"eastern cottonwood",2019,"Increasing leaf size",86278,140.916666666667,132,12,123,212,89,15.75
"eastern cottonwood",2019,"Increasing leaf size",86279,137.636363636364,137,11,128,152,24,9.5
"eastern cottonwood",2019,"Increasing leaf size",86280,145.307692307692,140,13,128,212,84,17
"eastern cottonwood",2019,"Increasing leaf size",86281,142.833333333333,135.5,12,128,212,84,15
"eastern cottonwood",2019,"Increasing leaf size",86282,138.333333333333,137,15,128,152,24,16
"eastern cottonwood",2019,"leaf drop",86278,279,278,8,260,300,40,22
"eastern cottonwood",2019,"leaf drop",86279,269,271,7,248,288,40,18
"eastern cottonwood",2019,"leaf drop",86280,280,278,9,260,300,40,17
"eastern cottonwood",2019,"leaf drop",86281,266,265.5,8,245,288,43,21
"eastern cottonwood",2019,"leaf drop",86282,259,260,10,229,288,59,30.5
"eastern cottonwood",2019,"leafout",86278,173.651162790698,154,43,123,300,177,46
"eastern cottonwood",2019,"leafout",86279,174.5,155.5,38,128,288,160,43.5
"eastern cottonwood",2019,"leafout",86280,178.315789473684,156,38,128,300,172,60.75
"eastern cottonwood",2019,"leafout",86281,173.894736842105,155.5,38,128,288,160,45.75
"eastern cottonwood",2019,"leafout",86282,172.052631578947,154.5,38,128,288,160,45.5
"eastern cottonwood",2019,"Open flowers",86280,115,115,1,115,115,0,0
"eastern cottonwood",2019,"Pollen release (flowers)",86280,186,186,1,186,186,0,0
"eastern cottonwood",2019,"Pollen release (flowers)",86281,186,186,1,186,186,0,0
"eastern cottonwood",2019,"Pollen release (flowers)",86282,115,115,1,115,115,0,0
"eastern cottonwood",2019,"Recent fruit or seed drop",86278,156,156,5,154,160,6,2
"eastern cottonwood",2019,"Recent fruit or seed drop",86279,164,164,2,160,168,8,4
"eastern cottonwood",2019,"Recent fruit or seed drop",86280,164,164,2,160,168,8,4
"eastern cottonwood",2019,"Recent fruit or seed drop",86281,171.8,168,5,159,186,27,26
"eastern cottonwood",2019,"Recent fruit or seed drop",86282,140,140,1,140,140,0,0
"eastern cottonwood",2019,"Ripe fruits",86278,156,156,5,154,160,6,2
"eastern cottonwood",2019,"Ripe fruits",86279,160,160,1,160,160,0,0
"eastern cottonwood",2019,"Ripe fruits",86280,161.333333333333,160,3,156,168,12,6
"eastern cottonwood",2019,"Ripe fruits",86281,160.75,159.5,4,156,168,12,3.75
"eastern cottonwood",2020,"budburst",86278,120.714285714286,126,7,105,128,23,11
"eastern cottonwood",2020,"budburst",86279,132,134,3,127,135,8,4
"eastern cottonwood",2020,"budburst",86280,132.111111111111,134,9,125,142,17,8
"eastern cottonwood",2020,"budburst",86281,129.166666666667,127,6,126,135,9,6
"eastern cottonwood",2020,"budburst",86282,127.25,127.5,8,106,135,29,7.5
"eastern cottonwood",2020,"Colored leaves",86278,287,289,3,275,297,22,11
"eastern cottonwood",2020,"Colored leaves",86279,270.2,275,5,229,297,68,28
"eastern cottonwood",2020,"Colored leaves",86280,282.571428571429,289,7,229,315,86,36.5
"eastern cottonwood",2020,"Colored leaves",86281,270.2,275,5,229,297,68,28
"eastern cottonwood",2020,"Colored leaves",86282,270.2,275,5,229,297,68,28
"eastern cottonwood",2020,"flowers",86278,116.866666666667,114,15,99,157,58,9.5
"eastern cottonwood",2020,"flowers",86279,121.416666666667,120.5,12,104,157,53,12
"eastern cottonwood",2020,"flowers",86280,122.090909090909,121,11,104,157,53,9
"eastern cottonwood",2020,"flowers",86281,126,123,9,114,157,43,6
"eastern cottonwood",2020,"flowers",86282,116.181818181818,114,22,99,157,58,12.25
"eastern cottonwood",2020,"Fruits",86278,146.2,148,25,127,163,36,20
"eastern cottonwood",2020,"Fruits",86279,156.5,156,32,132,181,49,21.5
"eastern cottonwood",2020,"Fruits",86280,152.586206896552,155,29,127,175,48,21
"eastern cottonwood",2020,"Fruits",86281,153.074074074074,155,27,127,175,48,22
"eastern cottonwood",2020,"Fruits",86282,157,157,1,157,157,0,0
"eastern cottonwood",2020,"Increasing leaf size",86278,136.111111111111,135,18,126,157,31,12
"eastern cottonwood",2020,"Increasing leaf size",86279,139.5,136.5,12,132,157,25,6.5
"eastern cottonwood",2020,"Increasing leaf size",86280,139.692307692308,138,13,132,157,25,7
"eastern cottonwood",2020,"Increasing leaf size",86281,138.3,136.5,10,127,157,30,6.75
"eastern cottonwood",2020,"Increasing leaf size",86282,138.538461538462,138,13,127,157,30,9
"eastern cottonwood",2020,"leaf drop",86278,284.6,289,5,250,312,62,22
"eastern cottonwood",2020,"leaf drop",86279,271.166666666667,282,6,225,312,87,54.5
"eastern cottonwood",2020,"leaf drop",86280,277.428571428571,289,7,225,315,90,52.5
"eastern cottonwood",2020,"leaf drop",86281,271.166666666667,282,6,225,312,87,54.5
"eastern cottonwood",2020,"leaf drop",86282,263,275,5,225,297,72,60
"eastern cottonwood",2020,"leafout",86278,169.655172413793,157.5,58,126,297,171,39
"eastern cottonwood",2020,"leafout",86279,174.530612244898,163,49,132,297,165,33
"eastern cottonwood",2020,"leafout",86280,175.22,163.5,50,132,297,165,36.75
"eastern cottonwood",2020,"leafout",86281,176.333333333333,165,48,127,297,170,36.75
"eastern cottonwood",2020,"leafout",86282,174.28,161.5,50,128,297,169,38.75
"eastern cottonwood",2020,"Open flowers",86278,128.2,121,5,120,157,37,3
"eastern cottonwood",2020,"Open flowers",86279,127.714285714286,123,7,120,157,37,6
"eastern cottonwood",2020,"Open flowers",86280,127.5,124.5,8,120,157,37,5.5
"eastern cottonwood",2020,"Open flowers",86281,124.4,126,5,120,127,7,3
"eastern cottonwood",2020,"Open flowers",86282,122.769230769231,120,13,113,157,44,10
"eastern cottonwood",2020,"Pollen release (flowers)",86279,157,157,1,157,157,0,0
"eastern cottonwood",2020,"Pollen release (flowers)",86282,126.285714285714,126,7,113,157,44,9
"eastern cottonwood",2020,"Recent fruit or seed drop",86278,159.090909090909,158,11,151,168,17,7
"eastern cottonwood",2020,"Recent fruit or seed drop",86279,175.230769230769,175,13,164,188,24,13
"eastern cottonwood",2020,"Recent fruit or seed drop",86280,168.3,168,10,161,177,16,7
"eastern cottonwood",2020,"Recent fruit or seed drop",86281,167.818181818182,168,11,161,177,16,7.5
"eastern cottonwood",2020,"Recent fruit or seed drop",86282,157,157,1,157,157,0,0
"eastern cottonwood",2020,"Ripe fruits",86278,156.363636363636,156,11,149,163,14,5.5
"eastern cottonwood",2020,"Ripe fruits",86279,172.818181818182,172,11,164,181,17,10
"eastern cottonwood",2020,"Ripe fruits",86280,166.4,167,10,158,175,17,7
"eastern cottonwood",2020,"Ripe fruits",86281,166.4,167,10,156,175,19,6.25
"eastern cottonwood",2020,"Ripe fruits",86282,157,157,1,157,157,0,0
"highbush blueberry",2018,"Colored leaves",166768,308.75,308,4,308,311,3,0.75
"highbush blueberry",2018,"Colored leaves",166769,308.75,308,4,308,311,3,0.75
"highbush blueberry",2018,"Colored leaves",166773,308,308,2,308,308,0,0
"highbush blueberry",2018,"Colored leaves",166774,308,308,2,308,308,0,0
"highbush blueberry",2018,"Colored leaves",166775,308,308,2,308,308,0,0
"highbush blueberry",2018,"Increasing leaf size",166769,224,224,1,224,224,0,0
"highbush blueberry",2018,"leaf drop",166768,308.75,308,4,308,311,3,0.75
"highbush blueberry",2018,"leaf drop",166769,308.75,308,4,308,311,3,0.75
"highbush blueberry",2018,"leaf drop",166773,308,308,2,308,308,0,0
"highbush blueberry",2018,"leaf drop",166774,308,308,2,308,308,0,0
"highbush blueberry",2018,"leaf drop",166775,308,308,2,308,308,0,0
"highbush blueberry",2018,"leafout",166768,308.75,308,4,308,311,3,0.75
"highbush blueberry",2018,"leafout",166769,308.75,308,4,308,311,3,0.75
"highbush blueberry",2018,"leafout",166773,308,308,2,308,308,0,0
"highbush blueberry",2018,"leafout",166774,308,308,2,308,308,0,0
"highbush blueberry",2018,"leafout",166775,308,308,2,308,308,0,0
"highbush blueberry",2018,"Ripe fruits",166769,224,224,1,224,224,0,0
"highbush blueberry",2019,"budburst",166768,114.785714285714,116,14,96,137,41,21
"highbush blueberry",2019,"budburst",166769,122.952380952381,124,21,96,153,57,17
"highbush blueberry",2019,"budburst",166773,116,106,3,105,137,32,16
"highbush blueberry",2019,"budburst",166774,105.5,105.5,2,105,106,1,0.5
"highbush blueberry",2019,"budburst",166775,121.533333333333,115,15,103,146,43,29.5
"highbush blueberry",2019,"Colored leaves",166768,275.3,270,30,243,321,78,40.5
"highbush blueberry",2019,"Colored leaves",166769,287.444444444444,290,18,258,321,63,31.75
"highbush blueberry",2019,"Colored leaves",166773,287.055555555556,292,18,239,335,96,39.75
"highbush blueberry",2019,"Colored leaves",166774,296.142857142857,301.5,14,248,335,87,27.5
"highbush blueberry",2019,"Colored leaves",166775,274.931034482759,275,29,222,321,99,46
"highbush blueberry",2019,"flowers",166768,126.222222222222,123.5,36,92,223,131,29.25
"highbush blueberry",2019,"flowers",166769,120.321428571429,122,28,94,153,59,22.25
"highbush blueberry",2019,"flowers",166773,111.473684210526,106,19,92,139,47,32
"highbush blueberry",2019,"flowers",166774,108.52380952381,104,21,92,139,47,28
"highbush blueberry",2019,"flowers",166775,118.45,116,40,92,153,61,32.75
"highbush blueberry",2019,"Fruits",166768,180.868421052632,175,38,147,224,77,42.75
"highbush blueberry",2019,"Fruits",166769,182.333333333333,175,21,149,224,75,45
"highbush blueberry",2019,"Fruits",166773,181.75,174,12,149,224,75,41.25
"highbush blueberry",2019,"Fruits",166774,183.888888888889,178,9,161,220,59,35
"highbush blueberry",2019,"Fruits",166775,180.925925925926,175,27,153,224,71,30.5
"highbush blueberry",2019,"Increasing leaf size",166768,147.724137931034,137,29,117,251,134,31
"highbush blueberry",2019,"Increasing leaf size",166769,140,133,24,117,180,63,25.5
"highbush blueberry",2019,"Increasing leaf size",166773,133.285714285714,131,7,124,147,23,8.5
"highbush blueberry",2019,"Increasing leaf size",166774,136.285714285714,129,7,124,159,35,15
"highbush blueberry",2019,"Increasing leaf size",166775,142.448275862069,138,29,111,223,112,25
"highbush blueberry",2019,"leaf drop",166768,286.263157894737,281,19,257,321,64,35
"highbush blueberry",2019,"leaf drop",166769,298.166666666667,297,12,279,321,42,14.75
"highbush blueberry",2019,"leaf drop",166773,306.272727272727,305,11,281,335,54,19
"highbush blueberry",2019,"leaf drop",166774,304,305,12,279,335,56,19.5
"highbush blueberry",2019,"leaf drop",166775,289.611111111111,287.5,18,251,321,70,29
"highbush blueberry",2019,"leafout",166768,193.595238095238,179,84,111,321,210,93.75
"highbush blueberry",2019,"leafout",166769,190,174.5,58,117,305,188,100.75
"highbush blueberry",2019,"leafout",166773,200.818181818182,178,33,124,321,197,102
"highbush blueberry",2019,"leafout",166774,207.527777777778,180,36,124,335,211,92.5
"highbush blueberry",2019,"leafout",166775,188.268292682927,169,82,111,321,210,99.25
"highbush blueberry",2019,"Open flowers",166768,142,133,20,115,194,79,29.25
"highbush blueberry",2019,"Open flowers",166769,131.833333333333,128.5,12,120,153,33,12.25
"highbush blueberry",2019,"Open flowers",166773,130,128.5,4,124,139,15,4.5
"highbush blueberry",2019,"Open flowers",166774,130,128.5,4,124,139,15,4.5
"highbush blueberry",2019,"Open flowers",166775,133.722222222222,135.5,18,115,153,38,14
"highbush blueberry",2019,"Recent fruit or seed drop",166773,210,210,1,210,210,0,0
"highbush blueberry",2019,"Recent fruit or seed drop",166774,210,210,1,210,210,0,0
"highbush blueberry",2019,"Ripe fruits",166768,198.090909090909,191,11,175,224,49,36
"highbush blueberry",2019,"Ripe fruits",166769,223.5,221,6,212,243,31,3.5
"highbush blueberry",2019,"Ripe fruits",166773,212,212,1,212,212,0,0
"highbush blueberry",2019,"Ripe fruits",166775,221.5,223,4,197,243,46,13
"highbush blueberry",2020,"budburst",166768,100.153846153846,102,13,76,126,50,23
"highbush blueberry",2020,"budburst",166769,110.454545454545,111,11,80,138,58,27.5
"highbush blueberry",2020,"budburst",166773,101,100,8,80,125,45,27.75
"highbush blueberry",2020,"budburst",166774,101,100,8,80,125,45,27.75
"highbush blueberry",2020,"budburst",166775,99.7857142857143,103.5,14,80,123,43,17.25
"highbush blueberry",2020,"Colored leaves",166768,313.333333333333,313,3,305,322,17,8.5
"highbush blueberry",2020,"Colored leaves",166769,279,305,3,219,313,94,47
"highbush blueberry",2020,"Colored leaves",166773,321.25,318,4,313,336,23,11.75
"highbush blueberry",2020,"Colored leaves",166774,321.25,318,4,313,336,23,11.75
"highbush blueberry",2020,"Colored leaves",166775,289.555555555556,305,9,253,324,71,55
"highbush blueberry",2020,"flowers",166768,120.2,125,5,106,126,20,6
"highbush blueberry",2020,"flowers",166769,107.2,125,5,79,126,47,44
"highbush blueberry",2020,"flowers",166773,102.5,103,4,79,125,46,44.5
"highbush blueberry",2020,"flowers",166774,102.5,103,4,79,125,46,44.5
"highbush blueberry",2020,"flowers",166775,120.4,126,15,79,152,73,30
"highbush blueberry",2020,"Fruits",166768,167.625,169.5,8,152,183,31,25.25
"highbush blueberry",2020,"Fruits",166769,162.666666666667,153,3,152,183,31,15.5
"highbush blueberry",2020,"Fruits",166773,162.666666666667,153,3,152,183,31,15.5
"highbush blueberry",2020,"Fruits",166774,162.666666666667,153,3,152,183,31,15.5
"highbush blueberry",2020,"Fruits",166775,174.214285714286,174,14,148,192,44,16.5
"highbush blueberry",2020,"Increasing leaf size",166768,129.25,125.5,4,125,141,16,4.75
"highbush blueberry",2020,"Increasing leaf size",166769,129.25,125.5,4,125,141,16,4.75
"highbush blueberry",2020,"Increasing leaf size",166773,125,125,2,125,125,0,0
"highbush blueberry",2020,"Increasing leaf size",166774,125,125,2,125,125,0,0
"highbush blueberry",2020,"Increasing leaf size",166775,129.272727272727,129,11,106,174,68,22
"highbush blueberry",2020,"leaf drop",166768,313.333333333333,313,3,305,322,17,8.5
"highbush blueberry",2020,"leaf drop",166769,309,309,2,305,313,8,4
"highbush blueberry",2020,"leaf drop",166773,321.25,318,4,313,336,23,11.75
"highbush blueberry",2020,"leaf drop",166774,321.25,318,4,313,336,23,11.75
"highbush blueberry",2020,"leaf drop",166775,315.6,314,5,305,324,19,9
"highbush blueberry",2020,"leafout",166768,185,174,18,125,322,197,38.75
"highbush blueberry",2020,"leafout",166769,174.875,158.5,16,125,313,188,36.75
"highbush blueberry",2020,"leafout",166773,251.285714285714,313,7,138,336,198,150
"highbush blueberry",2020,"leafout",166774,244.625,255.5,8,138,336,198,140.5
"highbush blueberry",2020,"leafout",166775,188.560975609756,174,41,105,324,219,57
"highbush blueberry",2020,"Open flowers",166768,123.75,125,4,119,126,7,1.75
"highbush blueberry",2020,"Open flowers",166769,136,126,5,125,152,27,27
"highbush blueberry",2020,"Open flowers",166773,125,125,2,125,125,0,0
"highbush blueberry",2020,"Open flowers",166774,125,125,2,125,125,0,0
"highbush blueberry",2020,"Open flowers",166775,135.777777777778,136,9,125,152,27,12
"highbush blueberry",2020,"Recent fruit or seed drop",166775,192,192,1,192,192,0,0
"highbush blueberry",2020,"Ripe fruits",166768,175.666666666667,175,3,174,178,4,2
"highbush blueberry",2020,"Ripe fruits",166775,185,185,2,178,192,14,7
"northern red oak",2016,"budburst",86285,120,115,3,115,130,15,7.5
"northern red oak",2016,"budburst",86286,128.5,128.5,2,127,130,3,1.5
"northern red oak",2016,"budburst",86287,120,115,3,115,130,15,7.5
"northern red oak",2016,"budburst",86288,120,115,3,115,130,15,7.5
"northern red oak",2016,"budburst",87760,120,115,3,115,130,15,7.5
"northern red oak",2016,"Colored leaves",86285,295,293,4,282,312,30,24
"northern red oak",2016,"Colored leaves",86286,299.555555555556,304,9,282,318,36,28
"northern red oak",2016,"Colored leaves",86287,289.333333333333,282,3,282,304,22,11
"northern red oak",2016,"Colored leaves",86288,302.625,305,8,282,324,42,26.25
"northern red oak",2016,"Colored leaves",87760,295,293,4,282,312,30,24
"northern red oak",2016,"flowers",86285,127,127,1,127,127,0,0
"northern red oak",2016,"flowers",86287,130,130,1,130,130,0,0
"northern red oak",2016,"flowers",86288,127,127,1,127,127,0,0
"northern red oak",2016,"flowers",87760,130,130,1,130,130,0,0
"northern red oak",2016,"Fruits",86288,266,266,2,264,268,4,2
"northern red oak",2016,"Fruits",87760,243,243,1,243,243,0,0
"northern red oak",2016,"Increasing leaf size",86286,150,150,1,150,150,0,0
"northern red oak",2016,"leaf drop",86285,308,308,2,304,312,8,4
"northern red oak",2016,"leaf drop",86286,301.75,305,8,282,318,36,25
"northern red oak",2016,"leaf drop",86287,304,304,1,304,304,0,0
"northern red oak",2016,"leaf drop",86288,307.333333333333,306,3,304,312,8,4
"northern red oak",2016,"leaf drop",87760,295,293,4,282,312,30,24
"northern red oak",2016,"leafout",86285,295,293,4,282,312,30,24
"northern red oak",2016,"leafout",86286,281.916666666667,287,12,150,318,168,28.75
"northern red oak",2016,"leafout",86287,225,282,5,127,304,177,152
"northern red oak",2016,"leafout",86288,282.666666666667,287,12,150,324,174,28.75
"northern red oak",2016,"leafout",87760,239.5,282,6,127,312,185,130.5
"northern red oak",2016,"Open flowers",86285,127,127,1,127,127,0,0
"northern red oak",2016,"Open flowers",86287,130,130,1,130,130,0,0
"northern red oak",2016,"Open flowers",86288,127,127,1,127,127,0,0
"northern red oak",2016,"Open flowers",87760,127,127,1,127,127,0,0
"northern red oak",2016,"Pollen release (flowers)",86286,148,148,1,148,148,0,0
"northern red oak",2016,"Pollen release (flowers)",86287,130,130,1,130,130,0,0
"northern red oak",2016,"Recent fruit or seed drop",86285,299.333333333333,304,3,282,312,30,15
"northern red oak",2016,"Recent fruit or seed drop",86286,286.2,284,5,268,306,38,35
"northern red oak",2016,"Recent fruit or seed drop",86287,282,282,1,282,282,0,0
"northern red oak",2016,"Recent fruit or seed drop",86288,287.125,287,8,264,312,48,35.75
"northern red oak",2016,"Recent fruit or seed drop",87760,282,282,1,282,282,0,0
"northern red oak",2017,"budburst",86285,120.5,120,4,118,124,6,3
"northern red oak",2017,"budburst",86286,126.75,128,4,119,132,13,4.75
"northern red oak",2017,"budburst",86287,113.25,113,4,110,117,7,1.75
"northern red oak",2017,"budburst",86288,114.75,115,4,110,119,9,5.25
"northern red oak",2017,"budburst",87760,117,117,5,110,124,14,8
"northern red oak",2017,"Colored leaves",86285,275.909090909091,297.5,22,173,329,156,20.25
"northern red oak",2017,"Colored leaves",86286,292.636363636364,295,11,270,323,53,21
"northern red oak",2017,"Colored leaves",86287,302.818181818182,301,11,288,323,35,19
"northern red oak",2017,"Colored leaves",86288,303.833333333333,302.5,6,294,323,29,9
"northern red oak",2017,"Colored leaves",87760,296.090909090909,295,11,272,323,51,13
"northern red oak",2017,"flowers",86285,123.375,124,8,113,132,19,8.5
"northern red oak",2017,"flowers",86286,127,127,1,127,127,0,0
"northern red oak",2017,"flowers",86287,119,119,1,119,119,0,0
"northern red oak",2017,"Fruits",86285,265.166666666667,272.5,12,228,300,72,43
"northern red oak",2017,"Fruits",86286,263.8,267,5,242,272,30,4
"northern red oak",2017,"Fruits",86287,267,267,1,267,267,0,0
"northern red oak",2017,"Increasing leaf size",86285,127.916666666667,128,12,118,141,23,10.25
"northern red oak",2017,"Increasing leaf size",86286,127,127,1,127,127,0,0
"northern red oak",2017,"Increasing leaf size",86287,121.125,119,8,113,132,19,11.5
"northern red oak",2017,"Increasing leaf size",86288,130.5,130.5,2,129,132,3,1.5
"northern red oak",2017,"Increasing leaf size",87760,125.2,127,5,119,132,13,10
"northern red oak",2017,"leaf drop",86285,311.214285714286,306,14,294,336,42,22.5
"northern red oak",2017,"leaf drop",86286,290,271,5,267,336,69,36
"northern red oak",2017,"leaf drop",86287,310.375,305,8,291,336,45,22
"northern red oak",2017,"leaf drop",86288,300,294,5,267,336,69,61
"northern red oak",2017,"leaf drop",87760,300.25,298,8,288,323,35,11.25
"northern red oak",2017,"leafout",86285,221.865671641791,239,67,118,329,211,131.5
"northern red oak",2017,"leafout",86286,231.703703703704,251,27,124,323,199,112
"northern red oak",2017,"leafout",86287,227.038461538462,262,26,113,323,210,165.25
"northern red oak",2017,"leafout",86288,229.535714285714,246.5,28,119,323,204,99.75
"northern red oak",2017,"leafout",87760,221.208333333333,255,24,117,323,206,165.75
"northern red oak",2017,"Open flowers",86285,128,128,4,124,132,8,3.5
"northern red oak",2017,"Open flowers",86286,147,147,1,147,147,0,0
"northern red oak",2017,"Open flowers",86288,147,147,1,147,147,0,0
"northern red oak",2017,"Pollen release (flowers)",86286,147,147,1,147,147,0,0
"northern red oak",2017,"Pollen release (flowers)",86288,147,147,1,147,147,0,0
"northern red oak",2017,"Pollen release (flowers)",87760,147,147,1,147,147,0,0
"northern red oak",2017,"Recent fruit or seed drop",86285,277.333333333333,272.5,6,253,304,51,23.75
"northern red oak",2017,"Recent fruit or seed drop",86286,268,267,9,251,304,53,12
"northern red oak",2017,"Recent fruit or seed drop",86288,286.2,294,5,267,304,37,24
"northern red oak",2017,"Recent fruit or seed drop",87760,304,304,1,304,304,0,0
"northern red oak",2017,"Ripe fruits",86285,265.5,265.5,2,264,267,3,1.5
"northern red oak",2017,"Ripe fruits",86286,262.571428571429,267,7,251,272,21,14
"northern red oak",2018,"budburst",86285,122.8,122,5,122,125,3,1
"northern red oak",2018,"budburst",86286,124.666666666667,124,6,122,130,8,3.5
"northern red oak",2018,"budburst",86287,120.857142857143,122,7,118,125,7,4.5
"northern red oak",2018,"budburst",86288,122.666666666667,122,6,122,125,3,0.75
"northern red oak",2018,"budburst",87760,123.333333333333,122.5,6,122,126,4,2.5
"northern red oak",2018,"Colored leaves",86285,300.714285714286,305,7,283,313,30,19
"northern red oak",2018,"Colored leaves",86286,300.714285714286,305,7,283,313,30,19
"northern red oak",2018,"Colored leaves",86287,301.25,305,8,283,313,30,15.5
"northern red oak",2018,"Colored leaves",86288,300.714285714286,305,7,283,313,30,19
"northern red oak",2018,"Colored leaves",87760,292.75,291.5,4,283,305,22,12.25
"northern red oak",2018,"flowers",86285,131.75,131,12,123,139,16,7.5
"northern red oak",2018,"flowers",86286,133.3,133,10,128,139,11,6.5
"northern red oak",2018,"flowers",86287,131.444444444444,131,9,125,137,12,6
